zona,actividad,valor
SANTA BARBARA,10,52
ATLANTIDA,98,1
GRACIAS A DIOS,172,4
COPAN,251,11
CORTES,30,303
INTIBUCA,34,66
OCOTEPEQUE,185,103
ISLAS DE LA BAHIA,309,13
FRANCISCO MORAZAN,205,135
VALLE,62,74
OCOTEPEQUE,195,1
GRACIAS A DIOS,62,4
SANTA BARBARA,26,8
LEMPIRA,53,4
EL PARAISO,78,8
ISLAS DE LA BAHIA,154,3
COPAN,77,171
INTIBUCA,146,13
CORTES,32,9
COMAYAGUA,251,32
CORTES,1,331
FRANCISCO MORAZAN,310,1
ATLANTIDA,216,9
COMAYAGUA,94,11
LA PAZ,30,3
VALLE,34,24
INTIBUCA,130,110
COPAN,134,4
FRANCISCO MORAZAN,252,253
FRANCISCO MORAZAN,80,5
CHOLUTECA,262,41
FRANCISCO MORAZAN,35,62
COLON,141,13
LA PAZ,251,25
ISLAS DE LA BAHIA,1,2
YORO,14,26
EL PARAISO,156,1
YORO,127,11
COMAYAGUA,62,149
LEMPIRA,75,130
CORTES,121,288
EL PARAISO,28,29
EL PARAISO,294,1
SANTA BARBARA,62,94
YORO,9,14
CORTES,213,60
LEMPIRA,143,7
ISLAS DE LA BAHIA,125,4
CORTES,252,4
CORTES,169,413
CORTES,114,472
FRANCISCO MORAZAN,220,122
CORTES,263,11
YORO,301,4
ISLAS DE LA BAHIA,75,15
SANTA BARBARA,185,314
FRANCISCO MORAZAN,304,46
FRANCISCO MORAZAN,43,2012
COMAYAGUA,30,3
FRANCISCO MORAZAN,0,31643
GRACIAS A DIOS,40,2
FRANCISCO MORAZAN,28,483
INTIBUCA,110,1
La Paz,22,2
EL PARAISO,8,91
CHOLUTECA,253,359
OLANCHO,218,1
CORTES,207,103
OCOTEPEQUE,180,2
ISLAS DE LA BAHIA,25,56
SANTA BARBARA,215,4
LA PAZ,1,35
CHOLUTECA,137,8
CORTES,75,1510
FRANCISCO MORAZAN,158,13
LA PAZ,83,59
FRANCISCO MORAZAN,125,5
La Paz,18,12
YORO,49,14
La Paz,262,4
LA PAZ,34,19
INTIBUCA,251,48
EL PARAISO,262,29
YORO,13,48
EL PARAISO,96,1
FRANCISCO MORAZAN,215,24
ATLANTIDA,18,2
ATLANTIDA,27,28
EL PARAISO,175,6
EL PARAISO,24,236
OLANCHO,127,17
LEMPIRA,114,31
OLANCHO,43,34
SANTA BARBARA,50,81
COPAN,102,13
COMAYAGUA,23,2
CHOLUTECA,164,7
FRANCISCO MORAZAN,194,7
EL PARAISO,75,131
EL PARAISO,138,10
CORTES,37,33
SANTA BARBARA,180,241
OCOTEPEQUE,76,11
CORTES,60,12
YORO,43,175
ATLANTIDA,251,21
OLANCHO,9,21
ATLANTIDA,185,182
EL PARAISO,150,13
COLON,129,168
COPAN,18,11
CORTES,39,6
FRANCISCO MORAZAN,93,31
LEMPIRA,150,7
CHOLUTECA,41,216
COMAYAGUA,99,3
FRANCISCO MORAZAN,251,375
ATLANTIDA,64,14
YORO,267,17
COMAYAGUA,149,494
YORO,1,60
VALLE,233,11
OLANCHO,35,52
La Paz,185,68
SANTA BARBARA,43,89
COPAN,24,571
COPAN,248,25
FRANCISCO MORAZAN,67,4
EL PARAISO,119,11
CORTES,156,7
COPAN,100,1
COLON,10,3
LA PAZ,306,120
COMAYAGUA,137,3
OLANCHO,42,15
CORTES,253,738
COMAYAGUA,33,13
OLANCHO,3,1
LEMPIRA,92,269
La Paz,49,4
ISLAS DE LA BAHIA,163,1
CORTES,189,6
LA PAZ,75,64
LEMPIRA,129,53
INTIBUCA,116,5
INTIBUCA,306,135
FRANCISCO MORAZAN,130,407
LA PAZ,114,53
OLANCHO,279,5
COLON,42,10
CORTES,98,29
INTIBUCA,83,33
SANTA BARBARA,3,5
SANTA BARBARA,34,142
CORTES,271,1
INTIBUCA,47,117
INTIBUCA,262,34
EL PARAISO,83,109
LA PAZ,78,8
COPAN,43,199
ISLAS DE LA BAHIA,41,15
ATLANTIDA,131,1
ISLAS DE LA BAHIA,306,144
SANTA BARBARA,176,13
SANTA BARBARA,208,6
COPAN,116,10
LA PAZ,204,2
EL PARAISO,110,2
INTIBUCA,219,3
LEMPIRA,11,2
VALLE,218,8
GRACIAS A DIOS,176,1
OLANCHO,119,2
CORTES,33,259
COLON,273,3
La Paz,169,10
CORTES,41,218
FRANCISCO MORAZAN,223,31
SANTA BARBARA,251,41
CHOLUTECA,14,17
INTIBUCA,43,60
INTIBUCA,205,4
LA PAZ,35,24
CORTES,7,8
VALLE,35,6
CORTES,216,249
VALLE,21,13
CORTES,229,26
ATLANTIDA,1,83
FRANCISCO MORAZAN,2,371
FRANCISCO MORAZAN,176,79
YORO,273,6
SANTA BARBARA,39,3
EL PARAISO,141,2
VALLE,229,1
COPAN,83,158
CORTES,283,1
INTIBUCA,208,3
EL PARAISO,35,35
CHOLUTECA,24,1096
ATLANTIDA,294,2
OCOTEPEQUE,216,4
ATLANTIDA,276,1
LA PAZ,5,59
FRANCISCO MORAZAN,294,31
CORTES,315,2
COMAYAGUA,43,89
CHOLUTECA,16,116
FRANCISCO MORAZAN,238,14
OCOTEPEQUE,174,1
FRANCISCO MORAZAN,131,10
EL PARAISO,164,2
CHOLUTECA,40,2
YORO,10,77
SANTA BARBARA,69,1
La Paz,208,6
CHOLUTECA,176,31
ATLANTIDA,150,17
ISLAS DE LA BAHIA,98,5
CORTES,233,112
COLON,94,21
YORO,19,1
COLON,92,460
CHOLUTECA,83,230
COMAYAGUA,83,131
ISLAS DE LA BAHIA,220,15
CHOLUTECA,102,10
VALLE,16,35
FRANCISCO MORAZAN,320,131
CHOLUTECA,1,506
COMAYAGUA,146,23
ATLANTIDA,41,48
ATLANTIDA,182,3
CORTES,25,111
COPAN,227,2
EL PARAISO,169,20
LEMPIRA,21,4
VALLE,81,1
FRANCISCO MORAZAN,138,18
COMAYAGUA,267,4
COLON,137,2
COPAN,123,1
EL PARAISO,243,37
OLANCHO,23,36
CHOLUTECA,32,1
OLANCHO,100,1
CORTES,262,57
COMAYAGUA,5,75
EL PARAISO,274,1
ATLANTIDA,129,100
COPAN,78,98
COPAN,150,69
COLON,41,62
ISLAS DE LA BAHIA,209,4
LA PAZ,110,5
ATLANTIDA,43,52
ISLAS DE LA BAHIA,21,4
CORTES,96,27
La Paz,53,2
CHOLUTECA,77,238
CHOLUTECA,38,7
OLANCHO,76,11
INTIBUCA,13,67
COLON,119,2
COLON,16,86
COPAN,41,146
LEMPIRA,50,12
COLON,1,101
FRANCISCO MORAZAN,136,91
ISLAS DE LA BAHIA,30,5
CORTES,155,2
COPAN,262,57
ATLANTIDA,149,228
SANTA BARBARA,24,606
SANTA BARBARA,2,70
FRANCISCO MORAZAN,12,22
OLANCHO,149,12
OLANCHO,1,94
LEMPIRA,119,2
OCOTEPEQUE,129,60
OLANCHO,129,94
COMAYAGUA,53,7
CORTES,174,299
ATLANTIDA,253,119
COMAYAGUA,49,31
SANTA BARBARA,83,109
SANTA BARBARA,154,16
VALLE,177,3
OLANCHO,143,7
CORTES,26,136
FRANCISCO MORAZAN,44,93
COMAYAGUA,164,1
CORTES,83,52
YORO,114,59
ATLANTIDA,117,3
La Paz,50,7
EL PARAISO,246,4
ATLANTIDA,146,12
FRANCISCO MORAZAN,151,2
COLON,177,1
LEMPIRA,24,132
ATLANTIDA,62,146
CORTES,79,4
YORO,251,76
FRANCISCO MORAZAN,96,22
CORTES,136,24
YORO,83,63
VALLE,1,35
INTIBUCA,154,11
EL PARAISO,62,122
COLON,80,3
OCOTEPEQUE,75,16
LEMPIRA,154,5
LEMPIRA,310,1
GRACIAS A DIOS,262,4
CORTES,279,1
OLANCHO,220,6
OLANCHO,303,117
ISLAS DE LA BAHIA,253,3
CORTES,238,3
COPAN,49,24
COMAYAGUA,182,7
OCOTEPEQUE,47,153
CHOLUTECA,80,5
SANTA BARBARA,1,128
LEMPIRA,267,1
VALLE,7,44
OCOTEPEQUE,205,20
INTIBUCA,174,1
ISLAS DE LA BAHIA,100,4
FRANCISCO MORAZAN,222,14
SANTA BARBARA,205,1
CHOLUTECA,141,4
CHOLUTECA,33,46
CORTES,251,65
OCOTEPEQUE,44,7
COLON,61,2
VALLE,174,2
OLANCHO,8,3
OLANCHO,55,5
LEMPIRA,98,1
FRANCISCO MORAZAN,32,12
FRANCISCO MORAZAN,280,1
ATLANTIDA,119,7
LEMPIRA,94,2
ISLAS DE LA BAHIA,114,59
COMAYAGUA,10,5
FRANCISCO MORAZAN,308,310
COPAN,34,112
COPAN,62,146
ATLANTIDA,169,22
CORTES,17,60
GRACIAS A DIOS,43,4
VALLE,0,3238
CORTES,43,1372
CORTES,186,2
FRANCISCO MORAZAN,97,103
FRANCISCO MORAZAN,288,9
ISLAS DE LA BAHIA,99,12
SANTA BARBARA,77,151
ATLANTIDA,281,1
VALLE,175,2
CORTES,62,430
CORTES,143,83
EL PARAISO,130,109
ISLAS DE LA BAHIA,205,15
COLON,25,10
FRANCISCO MORAZAN,135,212
ATLANTIDA,2,30
La Paz,47,58
LEMPIRA,41,32
OLANCHO,11,2
OCOTEPEQUE,53,12
VALLE,141,9
GRACIAS A DIOS,294,1
CHOLUTECA,149,56
LA PAZ,21,3
COLON,26,27
CHOLUTECA,146,42
SANTA BARBARA,76,32
CHOLUTECA,26,76
ATLANTIDA,23,4
OLANCHO,83,20
SANTA BARBARA,218,4
INTIBUCA,185,156
CORTES,268,14
CORTES,9,94
COMAYAGUA,114,102
COPAN,188,2
ISLAS DE LA BAHIA,62,34
La Paz,308,1
CHOLUTECA,270,3
OLANCHO,253,161
EL PARAISO,146,13
COPAN,129,227
CORTES,103,10
OLANCHO,121,77
VALLE,18,2
LEMPIRA,77,145
CORTES,320,6
VALLE,9,8
LEMPIRA,141,5
CORTES,316,50
CORTES,141,183
COPAN,267,5
COLON,78,18
FRANCISCO MORAZAN,243,46
CORTES,248,31
EL PARAISO,11,5
LA PAZ,94,6
LA PAZ,14,5
COPAN,40,3
GRACIAS A DIOS,92,46
OLANCHO,77,106
CORTES,93,10
LA PAZ,41,30
LA PAZ,117,9
ATLANTIDA,177,4
CHOLUTECA,150,21
LA PAZ,77,107
SANTA BARBARA,116,5
OLANCHO,146,19
LEMPIRA,28,8
CORTES,63,5
LEMPIRA,1,13
ISLAS DE LA BAHIA,92,379
EL PARAISO,306,149
COMAYAGUA,14,43
FRANCISCO MORAZAN,123,2
FRANCISCO MORAZAN,182,11
LEMPIRA,25,509
COPAN,233,18
COLON,76,49
LA PAZ,176,2
CORTES,14,352
YORO,26,31
CORTES,117,13
CORTES,76,198
GRACIAS A DIOS,25,16
CHOLUTECA,62,180
LA PAZ,42,8
YORO,246,7
YORO,99,2
GRACIAS A DIOS,13,4
OLANCHO,180,237
INTIBUCA,233,2
OLANCHO,271,1
LEMPIRA,262,33
OCOTEPEQUE,149,4
COLON,243,14
CHOLUTECA,185,585
CORTES,53,11
ATLANTIDA,180,68
EL PARAISO,126,2
COLON,45,1
OLANCHO,243,9
FRANCISCO MORAZAN,214,18
COMAYAGUA,26,48
COMAYAGUA,16,103
EL PARAISO,33,23
LA PAZ,233,2
LA PAZ,123,6
YORO,116,1
ATLANTIDA,40,11
INTIBUCA,8,10
SANTA BARBARA,16,1
EL PARAISO,43,41
ATLANTIDA,33,15
CORTES,177,61
LEMPIRA,33,11
ISLAS DE LA BAHIA,97,1
ISLAS DE LA BAHIA,143,5
CORTES,208,108
OCOTEPEQUE,16,1
SANTA BARBARA,306,199
INTIBUCA,28,14
CORTES,5,56
VALLE,198,1
COPAN,27,1
OLANCHO,94,9
SANTA BARBARA,23,7
CORTES,175,89
ISLAS DE LA BAHIA,172,5
CORTES,78,78
CHOLUTECA,105,2
COPAN,14,56
COPAN,223,2
INTIBUCA,119,1
OCOTEPEQUE,263,1
LA PAZ,28,3
COPAN,243,33
EL PARAISO,30,7
CORTES,150,38
OLANCHO,150,76
YORO,233,28
LEMPIRA,169,11
OCOTEPEQUE,26,7
ATLANTIDA,127,5
ISLAS DE LA BAHIA,164,1
COLON,99,2
La Paz,41,40
FRANCISCO MORAZAN,259,4
OCOTEPEQUE,117,1
SANTA BARBARA,33,7
CORTES,153,4
LEMPIRA,213,1
OLANCHO,169,7
COLON,77,171
ISLAS DE LA BAHIA,102,1
COPAN,2,58
INTIBUCA,129,84
YORO,5,8
COPAN,163,2
OLANCHO,62,120
YORO,164,5
CORTES,116,38
COMAYAGUA,103,2
YORO,20,5
COPAN,55,2
ATLANTIDA,92,300
FRANCISCO MORAZAN,100,133
CHOLUTECA,251,64
FRANCISCO MORAZAN,216,1293
ISLAS DE LA BAHIA,303,2
EL PARAISO,180,153
OCOTEPEQUE,8,9
COMAYAGUA,7,2
SANTA BARBARA,75,41
INTIBUCA,22,2
OLANCHO,14,14
La Paz,75,34
COPAN,50,54
FRANCISCO MORAZAN,69,31
GRACIAS A DIOS,94,2
YORO,243,43
CORTES,172,9
CHOLUTECA,151,1
COLON,28,25
OCOTEPEQUE,83,29
La Paz,44,3
ATLANTIDA,42,11
FRANCISCO MORAZAN,9,743
YORO,18,32
ATLANTIDA,125,3
FRANCISCO MORAZAN,169,433
SANTA BARBARA,22,19
OLANCHO,141,8
ISLAS DE LA BAHIA,42,6
La Paz,42,10
FRANCISCO MORAZAN,81,6
COPAN,143,10
FRANCISCO MORAZAN,53,90
VALLE,248,2
LA PAZ,182,1
EL PARAISO,26,11
COLON,262,34
OLANCHO,248,1
CHOLUTECA,94,28
FRANCISCO MORAZAN,156,8
SANTA BARBARA,248,1
CHOLUTECA,8,94
FRANCISCO MORAZAN,110,86
COMAYAGUA,143,3
COLON,33,13
OCOTEPEQUE,42,7
VALLE,205,16
COPAN,253,362
VALLE,121,122
YORO,21,9
VALLE,50,2
CHOLUTECA,92,1011
YORO,62,146
OCOTEPEQUE,279,1
YORO,163,8
GRACIAS A DIOS,47,88
LA PAZ,208,2
VALLE,116,2
INTIBUCA,14,22
GRACIAS A DIOS,21,1
EL PARAISO,177,1
FRANCISCO MORAZAN,324,2
La Paz,205,4
ATLANTIDA,130,128
VALLE,100,5
FRANCISCO MORAZAN,195,1
OLANCHO,53,4
ATLANTIDA,145,3
COPAN,117,5
CORTES,102,49
La Paz,92,327
VALLE,40,2
COLON,233,7
OLANCHO,130,99
ATLANTIDA,303,26
FRANCISCO MORAZAN,246,186
CORTES,20,45
VALLE,12,3
LEMPIRA,121,71
COLON,246,37
LA PAZ,288,1
LEMPIRA,243,11
VALLE,130,69
FRANCISCO MORAZAN,319,56
COMAYAGUA,134,18
GRACIAS A DIOS,253,2
La Paz,129,51
COPAN,64,1
ISLAS DE LA BAHIA,246,17
CORTES,119,268
La Paz,21,3
VALLE,96,1
CHOLUTECA,76,72
ISLAS DE LA BAHIA,180,86
INTIBUCA,42,20
LA PAZ,105,1
FRANCISCO MORAZAN,318,8
ATLANTIDA,103,3
CORTES,0,21474
VALLE,98,2
OCOTEPEQUE,28,3
LEMPIRA,110,13
ATLANTIDA,114,52
VALLE,253,59
SANTA BARBARA,25,1336
INTIBUCA,40,1
COMAYAGUA,218,7
FRANCISCO MORAZAN,150,29
FRANCISCO MORAZAN,102,102
La Paz,28,9
CORTES,16,199
CHOLUTECA,5,32
ISLAS DE LA BAHIA,323,1
ATLANTIDA,55,18
COPAN,303,95
COPAN,154,25
CORTES,24,1299
COLON,8,21
YORO,306,458
CHOLUTECA,44,1
COLON,121,137
VALLE,47,612
LA PAZ,262,36
SANTA BARBARA,316,13
EL PARAISO,149,10
LEMPIRA,246,28
FRANCISCO MORAZAN,20,176
SANTA BARBARA,5,21
LEMPIRA,304,2
COLON,18,3
COLON,40,6
FRANCISCO MORAZAN,23,99
FRANCISCO MORAZAN,98,128
YORO,44,8
SANTA BARBARA,0,7562
CHOLUTECA,121,357
INTIBUCA,98,1
YORO,102,31
LEMPIRA,99,2
LEMPIRA,259,12
COLON,182,2
COPAN,23,5
CORTES,13,400
COLON,117,4
La Paz,76,31
FRANCISCO MORAZAN,262,182
FRANCISCO MORAZAN,24,1961
CORTES,11,11
FRANCISCO MORAZAN,181,1
FRANCISCO MORAZAN,198,61
COPAN,47,546
EL PARAISO,283,2
FRANCISCO MORAZAN,248,89
GRACIAS A DIOS,180,6
ATLANTIDA,34,23
SANTA BARBARA,67,4
ISLAS DE LA BAHIA,8,13
ISLAS DE LA BAHIA,316,8
VALLE,10,1
OCOTEPEQUE,43,53
OLANCHO,92,325
EL PARAISO,248,2
COPAN,180,68
COLON,47,517
LA PAZ,253,40
ATLANTIDA,314,3
COPAN,28,46
La Paz,77,30
CORTES,72,1
COMAYAGUA,262,52
EL PARAISO,21,1
LEMPIRA,205,15
ISLAS DE LA BAHIA,94,4
CHOLUTECA,37,33
