"naics","weight","ciiu"
"3399",1,"3212"
"3399",1,"3220"
"3399",1,"3230"
"3399",1,"3240"
"3391",0.625,"3250"
"3332",0.125,"3250"
"3339",0.125,"3250"
"3371",0.125,"3250"
"3399",0.5,"3290"
"3322",0.1,"3290"
"3326",0.1,"3290"
"3333",0.1,"3290"
"3391",0.1,"3290"
"7115",0.1,"3290"
"2211",1,"3510"
"2213",0.5,"3530"
"3121",0.5,"3530"
"2213",1,"3600"
"5629",0.5,"3700"
"2213",0.25,"3700"
"5622",0.25,"3700"
"5621",1,"3811"
"5621",1,"3812"
"5622",1,"3821"
"5622",1,"3822"
"4883",0.5,"3830"
"5629",0.5,"3830"
"2371",0.75,"4220"
"2379",0.25,"4220"
"2362",0.4,"4290"
"2371",0.2,"4290"
"2372",0.2,"4290"
"2379",0.2,"4290"
"2389",1,"4311"
"2131",0.6,"4312"
"2379",0.2,"4312"
"2389",0.2,"4312"
"2381",0.5,"4390"
"2383",0.142857142857143,"4390"
"2389",0.142857142857143,"4390"
"2362",0.0714285714285714,"4390"
"2382",0.0714285714285714,"4390"
"5617",0.0714285714285714,"4390"
"4231",0.363636363636364,"4530"
"4251",0.181818181818182,"4530"
"4413",0.181818181818182,"4530"
"4237",0.0909090909090909,"4530"
"4412",0.0909090909090909,"4530"
"4523",0.0909090909090909,"4530"
"4231",0.444444444444444,"4540"
"4251",0.222222222222222,"4540"
"4412",0.111111111111111,"4540"
"4413",0.111111111111111,"4540"
"8114",0.111111111111111,"4540"
"4251",1,"4610"
"4245",0.428571428571429,"4620"
"4249",0.428571428571429,"4620"
"4244",0.142857142857143,"4620"
"4244",0.642857142857143,"4630"
"4248",0.142857142857143,"4630"
"4249",0.142857142857143,"4630"
"4245",0.0714285714285714,"4630"
"4243",0.666666666666667,"4641"
"4232",0.166666666666667,"4641"
"4249",0.166666666666667,"4641"
"4239",0.210526315789474,"4649"
"4234",0.157894736842105,"4649"
"4232",0.105263157894737,"4649"
"4236",0.105263157894737,"4649"
"4241",0.105263157894737,"4649"
"4249",0.105263157894737,"4649"
"4233",0.0526315789473684,"4649"
"4238",0.0526315789473684,"4649"
"4242",0.0526315789473684,"4649"
"4246",0.0526315789473684,"4649"
"4234",1,"4651"
"4236",1,"4652"
"4238",1,"4653"
"4234",0.294117647058824,"4659"
"4238",0.294117647058824,"4659"
"4236",0.117647058823529,"4659"
"4237",0.117647058823529,"4659"
"4231",0.0588235294117647,"4659"
"4232",0.0588235294117647,"4659"
"4239",0.0588235294117647,"4659"
"4247",0.4,"4661"
"4235",0.2,"4661"
"4239",0.2,"4661"
"4249",0.2,"4661"
"4235",1,"4662"
"4233",0.285714285714286,"4663"
"4237",0.214285714285714,"4663"
"4239",0.142857142857143,"4663"
"4231",0.0714285714285714,"4663"
"4232",0.0714285714285714,"4663"
"4238",0.0714285714285714,"4663"
"4246",0.0714285714285714,"4663"
"4249",0.0714285714285714,"4663"
"4249",0.272727272727273,"4669"
"4239",0.181818181818182,"4669"
"4241",0.181818181818182,"4669"
"4246",0.181818181818182,"4669"
"4238",0.0909090909090909,"4669"
"4244",0.0909090909090909,"4669"
"4821",0.5,"4911"
"4871",0.5,"4911"
"4853",0.2,"4922"
"4859",0.2,"4922"
"4852",0.1,"4922"
"4854",0.1,"4922"
"4855",0.1,"4922"
"4871",0.1,"4922"
"4879",0.1,"4922"
"7139",0.1,"4922"
"4841",0.5,"4923"
"4842",0.5,"4923"
"4869",0.4,"4930"
"2213",0.2,"4930"
"4861",0.2,"4930"
"4862",0.2,"4930"
"4831",0.666666666666667,"5011"
"4872",0.333333333333333,"5011"
"4831",1,"5012"
"4832",0.5,"5021"
"4872",0.5,"5021"
"4832",1,"5022"
"4812",0.5,"5110"
"4811",0.25,"5110"
"4879",0.25,"5110"
"4811",0.333333333333333,"5120"
"4812",0.333333333333333,"5120"
"9271",0.333333333333333,"5120"
"4931",1,"5210"
"4884",0.4,"5221"
"4882",0.2,"5221"
"4889",0.2,"5221"
"8129",0.2,"5221"
"4883",1,"5222"
"4881",0.75,"5223"
"4889",0.25,"5223"
"4881",0.25,"5224"
"4882",0.25,"5224"
"4883",0.25,"5224"
"4884",0.25,"5224"
"4889",0.4,"5229"
"4883",0.2,"5229"
"4884",0.2,"5229"
"4885",0.2,"5229"
"7211",1,"5510"
"7212",1,"5520"
"7211",0.5,"5590"
"7213",0.5,"5590"
"5121",1,"5911"
"5121",1,"5912"
"5121",1,"5913"
"5121",1,"5914"
"5122",0.8,"5920"
"5191",0.2,"5920"
"5179",0.5,"6190"
"5174",0.25,"6190"
"8129",0.25,"6190"
"5415",1,"6201"
"5415",1,"6202"
"5415",1,"6209"
"5182",1,"6311"
"5311",0.8,"6810"
"5239",0.2,"6810"
"5411",0.8,"6910"
"5419",0.2,"6910"
"5412",1,"6920"
"5511",1,"7010"
"5416",0.8,"7020"
"5418",0.2,"7020"
"5413",1,"7110"
"5417",1,"7210"
"5417",1,"7220"
"5418",1,"7310"
"5419",1,"7320"
"5414",1,"7410"
"5416",0.571428571428571,"7490"
"5419",0.285714285714286,"7490"
"7114",0.142857142857143,"7490"
"5321",1,"7710"
"5322",1,"7721"
"5324",0.571428571428571,"7730"
"5321",0.142857142857143,"7730"
"5322",0.142857142857143,"7730"
"5323",0.142857142857143,"7730"
"5331",1,"7740"
"5613",1,"7810"
"5613",1,"7830"
"5615",1,"7911"
"5615",1,"7912"
"5615",0.5,"7990"
"7139",0.25,"7990"
"9261",0.25,"7990"
"5612",1,"8110"
"5617",0.333333333333333,"8129"
"2382",0.111111111111111,"8129"
"4881",0.111111111111111,"8129"
"4882",0.111111111111111,"8129"
"4883",0.111111111111111,"8129"
"4884",0.111111111111111,"8129"
"8113",0.111111111111111,"8129"
"5614",0.75,"8219"
"3231",0.25,"8219"
"5614",1,"8220"
"5619",1,"8230"
"5614",1,"8291"
"3259",0.333333333333333,"8292"
"5614",0.333333333333333,"8292"
"5619",0.333333333333333,"8292"
"5614",0.75,"8299"
"5619",0.25,"8299"
