anio,actividad,K000A Total de gastos por consumo de bienes y servicios (millones de pesos),K412A Gasto por consumo de energía eléctrica (millones de pesos)
2008,Rama 6113 Escuelas de educación superior,13604.332,1110.281
2008,"Rama 6114 Escuelas comerciales, de computación y de capacitación para ejecutivos",1659.532,118.162
2008,Rama 6115 Escuelas de oficios,477.093,16.191
2008,Rama 6116 Otros servicios educativos,2892.339,146.778
2008,Rama 6117 Servicios de apoyo a la educación,95.45,2.605
2008,Rama 6211 Consultorios médicos,5843.14,305.431
2008,Rama 6212 Consultorios dentales,3681.941,196.582
2008,Rama 6213 Otros consultorios para el cuidado de la salud,1292.967,59.418
2008,Rama 6214 Centros para la atención de pacientes que no requieren hospitalización,688.577,14.408
2008,Rama 6215 Laboratorios médicos y de diagnóstico,4368.816,150.783
2008,Rama 6216 Servicios de enfermería a domicilio,53.538,0.463
2008,"Rama 6219 Servicios de ambulancias, de bancos de órganos y otros servicios auxiliares al tratamiento médico",252.011,10.355
2008,Rama 6221 Hospitales generales,15383.083,566.238
2008,Rama 6222 Hospitales psiquiátricos y para el tratamiento por adicción,57.241,2.609
2008,Rama 6223 Hospitales de otras especialidades médicas,5412.358,222.448
2008,"Rama 6231 Residencias con cuidados de enfermeras para enfermos convalecientes, en rehabilitación, incurables y terminales",24.148,1.399
2008,"Rama 6232 Residencias para el cuidado de personas con problemas de retardo mental, trastorno mental y adicciones",26.343,1.646
2008,Rama 6233 Asilos y otras residencias para el cuidado de ancianos,182.05,14.301
2008,Rama 6239 Orfanatos y otras residencias de asistencia social,577.552,78.418
2008,Rama 6241 Servicios de orientación y trabajo social,715.348,36.564
2008,"Rama 6242 Servicios comunitarios de alimentación, refugio y emergencia",144.456,6.948
2008,"Rama 6243 Servicios de capacitación para el trabajo para personas desempleadas, subempleadas o con discapacidad",21.847,1.159
2008,Rama 6244 Guarderías,1407.572,81.293
2008,Rama 7111 Compañías y grupos de espectáculos artísticos y culturales,399.723,6.516
2008,Rama 7112 Deportistas y equipos deportivos profesionales,2356.771,23.042
2008,"Rama 7113 Promotores de espectáculos artísticos, culturales, deportivos y similares",1398.23,31.912
2008,"Rama 7114 Agentes y representantes de artistas, deportistas y similares",173.54,1.313
2008,"Rama 7115 Artistas, escritores y técnicos independientes",49.175,1.292
2008,"Rama 7121 Museos, sitios históricos, zoológicos y similares",724.88,44.353
2008,Rama 7131 Parques con instalaciones recreativas y casas de juegos electrónicos,3438.637,236.74
2008,"Rama 7132 Casinos, loterías y otros juegos de azar",10469.344,264.159
2008,Rama 7139 Otros servicios recreativos,7053.719,578.63
2008,"Rama 7211 Hoteles, moteles y similares",59061.134,4321.526
2008,Rama 7212 Campamentos y albergues recreativos,81.965,10.582
2008,"Rama 7213 Pensiones y casas de huéspedes, y departamentos y casas amueblados con servicios de hotelería",303.24,44.228
2008,Rama 7223 Servicios de preparación de alimentos por encargo,5498.909,54.639
2008,"Rama 7224 Centros nocturnos, bares, cantinas y similares",8332.759,399.856
2008,Rama 7225 Servicios de preparación de alimentos y bebidas alcohólicas y no alcohólicas,105202.498,4106.046
2008,Rama 8111 Reparación y mantenimiento de automóviles y camiones,25460.426,880.917
2008,Rama 8112 Reparación y mantenimiento de equipo electrónico y de equipo de precisión,3579.076,85.41
2008,"Rama 8113 Reparación y mantenimiento de maquinaria y equipo agropecuario, industrial, comercial y de servicios",9775.151,138.652
2008,Rama 8114 Reparación y mantenimiento de artículos para el hogar y personales,4219.457,140.113
2008,"Rama 8121 Salones y clínicas de belleza, baños públicos y bolerías",6722.659,420.745
2008,Rama 8122 Lavanderías y tintorerías,2846.718,293.153
2008,Rama 8123 Servicios funerarios y administración de cementerios,3691.304,89.712
2008,Rama 8124 Estacionamientos y pensiones para vehículos automotores,15378.306,2500.079
2008,Rama 8129 Servicios de revelado e impresión de fotografías y otros servicios personales,943.196,44.389
2008,"Rama 8131 Asociaciones y organizaciones comerciales, laborales, profesionales y recreativas",11686.653,275.896
2008,"Rama 8132 Asociaciones y organizaciones religiosas, políticas y civiles",1756.841,85.432
2003,Rama 1125 Acuicultura,1339.886,23.098
2003,Rama 1141 Pesca,4486.389,33.066
2003,Rama 2111 Extracción de petróleo y gas,8474.296,404.819
2003,Rama 2121 Minería de carbón mineral,2025.597,147.58
2003,Rama 2122 Minería de minerales metálicos,9097.727,1789.695
2003,Rama 2123 Minería de minerales no metálicos,4834.522,462.149
2003,Rama 2131 Servicios relacionados con la minería,2560.542,5.767
2003,"Rama 2211 Generación, transmisión, distribución y comercialización de energía eléctrica",,
2003,Rama 2212 Suministro de gas natural por ductos al consumidor final,,
2003,"Rama 2213 Captación, tratamiento y suministro de agua",13094.316,3563.205
2003,Rama 2361 Edificación residencial,36136.319,107.153
2003,Rama 2362 Edificación no residencial,24806.58,67.304
2003,"Rama 2371 Construcción de obras para el suministro de agua, petróleo, gas, energía eléctrica y telecomunicaciones",22524.924,88.356
2003,Rama 2372 División de terrenos y construcción de obras de urbanización,7097.553,24.43
2003,Rama 2373 Construcción de vías de comunicación,19820.008,91.655
2003,Rama 2379 Otras construcciones de ingeniería civil,1191.455,5.723
2003,"Rama 2381 Cimentaciones, montaje de estructuras prefabricadas y trabajos en exteriores",1638.976,8.565
2003,Rama 2382 Instalaciones y equipamiento en construcciones,4165.301,39.025
2003,Rama 2383 Trabajos de acabados en edificaciones,821.688,4.619
2003,Rama 2389 Otros trabajos especializados para la construcción,1099.04,4.706
2003,Rama 3111 Elaboración de alimentos balanceados para animales,29896.113,263.42
2003,Rama 3112 Molienda de granos y de semillas y obtención de aceites y grasas,50200.535,998.962
2003,"Rama 3113 Elaboración de azúcares, chocolates, dulces y similares",35096.647,333.997
2003,"Rama 3114 Conservación de frutas, verduras, guisos y otros alimentos preparados",19789.084,334.639
2003,Rama 3115 Elaboración de productos lácteos,54608.069,634.981
2003,"Rama 3116 Matanza, empacado y procesamiento de carne de ganado, aves y otros animales comestibles",28934.746,432.736
2003,Rama 3117 Preparación y envasado de pescados y mariscos,5134.246,101.358
2003,Rama 3118 Elaboración de productos de panadería y tortillas,37587.653,1054.086
2003,Rama 3119 Otras industrias alimentarias,34371.286,329.354
2003,Rama 3121 Industria de las bebidas,97330.699,1186.504
2003,Rama 3122 Industria del tabaco,4871.096,42.184
2003,"Rama 3131 Preparación e hilado de fibras textiles, y fabricación de hilos",7014.034,496.372
2003,Rama 3132 Fabricación de telas,16493.228,1133.547
2003,Rama 3133 Acabado de productos textiles y fabricación de telas recubiertas,3052.993,137.643
2003,"Rama 3141 Confección de alfombras, blancos y similares",4849.557,112.647
2003,"Rama 3149 Fabricación de otros productos textiles, excepto prendas de vestir",3433.541,159.191
2003,Rama 3151 Fabricación de prendas de vestir de tejido de punto,4110.303,116.819
2003,Rama 3152 Confección de prendas de vestir,35360.752,651.328
2003,Rama 3159 Confección de accesorios de vestir y otras prendas de vestir no clasificados en otra parte,486.464,9.898
2003,Rama 3161 Curtido y acabado de cuero y piel,4515.337,76.533
2003,Rama 3162 Fabricación de calzado,11591.625,160.491
2003,"Rama 3169 Fabricación de otros productos de cuero, piel y materiales sucedáneos",1436.314,31.331
2003,Rama 3211 Aserrado y conservación de la madera,1581.46,29.306
2003,Rama 3212 Fabricación de laminados y aglutinados de madera,1843.846,116.229
2003,Rama 3219 Fabricación de otros productos de madera,4382.512,95.169
2003,"Rama 3221 Fabricación de pulpa, papel y cartón",22841.237,1736.464
2003,Rama 3222 Fabricación de productos de cartón y papel,36810.965,744.179
2003,Rama 3231 Impresión e industrias conexas,16683.142,348.072
2003,Rama 3241 Fabricación de productos derivados del petróleo y del carbón,192487.99,401.928
2003,Rama 3251 Fabricación de productos químicos básicos,175992.776,1932.164
2003,"Rama 3252 Fabricación de resinas y hules sintéticos, y fibras químicas",28713.745,880.411
2003,"Rama 3253 Fabricación de fertilizantes, plaguicidas y otros agroquímicos",6171.123,135.877
2003,Rama 3254 Fabricación de productos farmacéuticos,52530.042,526.021
2003,"Rama 3255 Fabricación de pinturas, recubrimientos y adhesivos",14042.29,110.451
2003,"Rama 3256 Fabricación de jabones, limpiadores y preparaciones de tocador",29525.284,296.766
2003,Rama 3259 Fabricación de otros productos químicos,10294.083,137.351
2003,Rama 3261 Fabricación de productos de plástico,57577.816,2445.777
2003,Rama 3262 Fabricación de productos de hule,10276.559,350.668
2003,Rama 3271 Fabricación de productos a base de arcillas y minerales refractarios,11707.098,602.563
2003,Rama 3272 Fabricación de vidrio y productos de vidrio,16724.939,922.535
2003,"Rama 3273 Fabricación de cemento, concreto y sus productos",26532.062,1972
2003,"Rama 3274 Fabricación de cal, yeso y productos de yeso",2769.086,140.058
2003,Rama 3279 Fabricación de otros productos a base de minerales no metálicos,3261.998,130.669
2003,Rama 3311 Industria básica del hierro y del acero,24294.72,2485.319
2003,Rama 3312 Fabricación de productos de hierro y acero,32649.139,1734.156
2003,Rama 3313 Industria básica del aluminio,4528.948,152.211
2003,"Rama 3314 Industrias de metales no ferrosos, excepto aluminio",26588.919,1312.962
2003,Rama 3315 Moldeo por fundición de piezas metálicas,3363.779,221.206
2003,Rama 3321 Fabricación de productos metálicos forjados y troquelados,3142.745,94.34
2003,Rama 3322 Fabricación de herramientas de mano sin motor y utensilios de cocina metálicos,3755.367,72.27
2003,Rama 3323 Fabricación de estructuras metálicas y productos de herrería,12649.264,241.498
2003,"Rama 3324 Fabricación de calderas, tanques y envases metálicos",9664.825,234
2003,Rama 3325 Fabricación de herrajes y cerraduras,1603.979,58.032
2003,"Rama 3326 Fabricación de alambre, productos de alambre y resortes",5906.877,163.514
2003,Rama 3327 Maquinado de piezas y fabricación de tornillos,5378.617,144.698
2003,Rama 3328 Recubrimientos y terminados metálicos,7733.35,265.544
2003,Rama 3329 Fabricación de otros productos metálicos,11508.377,321.758
2003,"Rama 3331 Fabricación de maquinaria y equipo agropecuario, para la construcción y para la industria extractiva",7485.313,142.934
2003,"Rama 3332 Fabricación de maquinaria y equipo para las industrias manufactureras, excepto la metalmecánica",2085.531,45.448
2003,Rama 3333 Fabricación de maquinaria y equipo para el comercio y los servicios,3299.419,59.176
2003,"Rama 3334 Fabricación de equipo de aire acondicionado, calefacción, y de refrigeración industrial y comercial",11424.111,185.061
2003,Rama 3335 Fabricación de maquinaria y equipo para la industria metalmecánica,666.4,19.868
2003,"Rama 3336 Fabricación de motores de combustión interna, turbinas y transmisiones",5353.691,127.555
2003,Rama 3339 Fabricación de otra maquinaria y equipo para la industria en general,6536.334,142.746
2003,Rama 3341 Fabricación de computadoras y equipo periférico,46105.035,305.06
2003,Rama 3342 Fabricación de equipo de comunicación,7847.051,234.818
2003,Rama 3343 Fabricación de equipo de audio y de video,11630.49,490.292
2003,Rama 3344 Fabricación de componentes electrónicos,11582.164,803.228
2003,"Rama 3345 Fabricación de instrumentos de medición, control, navegación, y equipo médico electrónico",3159,56.918
2003,Rama 3346 Fabricación y reproducción de medios magnéticos y ópticos,1889.094,108.528
2003,Rama 3351 Fabricación de accesorios de iluminación,2561.365,61.203
2003,Rama 3352 Fabricación de aparatos eléctricos de uso doméstico,20128.71,359.916
2003,Rama 3353 Fabricación de equipo de generación y distribución de energía eléctrica,11365.36,315.883
2003,Rama 3359 Fabricación de otros equipos y accesorios eléctricos,17092.332,685.115
2003,Rama 3361 Fabricación de automóviles y camiones,237523.799,665.852
2003,Rama 3362 Fabricación de carrocerías y remolques,3744.684,68.726
2003,Rama 3363 Fabricación de partes para vehículos automotores,123160.101,3171.883
2003,Rama 3364 Fabricación de equipo aeroespacial,907.54,45.658
2003,Rama 3365 Fabricación de equipo ferroviario,1222.78,13.446
2003,Rama 3366 Fabricación de embarcaciones,59.199,6.552
2003,Rama 3369 Fabricación de otro equipo de transporte,1463.459,11.715
2003,"Rama 3371 Fabricación de muebles, excepto de oficina y estantería",12681.302,268.813
2003,Rama 3372 Fabricación de muebles de oficina y estantería,2457.108,48.627
2003,"Rama 3379 Fabricación de colchones, persianas y cortineros",2818.961,34.382
2003,Rama 4311 Comercio al por mayor de abarrotes y alimentos,330569.853,816.571
2003,"Rama 4312 Comercio al por mayor de bebidas, hielo y tabaco",103113.872,394.751
2003,Rama 4321 Comercio al por mayor de productos textiles y calzado,29290.051,68.751
2003,Rama 4331 Comercio al por mayor de productos farmacéuticos,75655.079,226.991
2003,"Rama 4332 Comercio al por mayor de artículos de perfumería, cosméticos y joyería",17231.338,19.591
2003,"Rama 4333 Comercio al por mayor de grabaciones de audio y video en medios físicos, juguetes y artículos deportivos",6908.261,13.052
2003,"Rama 4334 Comercio al por mayor de artículos de papelería, libros, revistas y periódicos",19268.975,45.682
2003,Rama 4335 Comercio al por mayor de electrodomésticos menores y aparatos de línea blanca,27125.387,29.278
2003,Rama 4341 Comercio al por mayor de materias primas agropecuarias y forestales,43758.103,107.975
2003,Rama 4342 Comercio al por mayor de materias primas para la industria,262855.034,1448.607
2003,Rama 4343 Comercio al por mayor de materiales de desecho,8933.924,44.882
2003,"Rama 4351 Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca",9209.192,21.677
2003,Rama 4352 Comercio al por mayor de maquinaria y equipo para la industria,19437.076,44.927
2003,Rama 4353 Comercio al por mayor de maquinaria y equipo para los servicios y para actividades comerciales,31905.539,260.263
2003,"Rama 4354 Comercio al por mayor de mobiliario y equipo de cómputo y de oficina, y de otra maquinaria y equipo de uso general",72685.411,115.324
2003,"Rama 4361 Comercio al por mayor de camiones y de partes y refacciones nuevas para automóviles, camionetas y camiones",10715.715,12.437
2003,Rama 4373 Intermediación de comercio al por mayor,9243.506,12.553
2003,Rama 4611 Comercio al por menor de abarrotes y alimentos,173618.798,3821.506
2003,"Rama 4612 Comercio al por menor de bebidas, hielo y tabaco",23273.366,448.218
2003,Rama 4621 Comercio al por menor en tiendas de autoservicio,304608.655,3953.299
2003,Rama 4622 Comercio al por menor en tiendas departamentales,59096.678,616.389
2003,"Rama 4631 Comercio al por menor de productos textiles, excepto ropa",12221.807,110.681
2003,"Rama 4632 Comercio al por menor de ropa, bisutería y accesorios de vestir",42071.582,635.075
2003,Rama 4633 Comercio al por menor de calzado,17295.258,217.805
2003,Rama 4641 Comercio al por menor de artículos para el cuidado de la salud,65508.472,530.768
2003,Rama 4651 Comercio al por menor de artículos de perfumería y joyería,12026.579,122.354
2003,Rama 4652 Comercio al por menor de artículos para el esparcimiento,16266.798,114.099
2003,"Rama 4653 Comercio al por menor de artículos de papelería, libros, revistas y periódicos",23531.593,286.491
2003,"Rama 4659 Comercio al por menor de mascotas y sus accesorios, regalos, artículos religiosos, desechables, artesanías y otros artículos de uso personal",13852.764,197.706
2003,Rama 4661 Comercio al por menor de muebles para el hogar y otros enseres domésticos,62107.515,443.891
2003,"Rama 4662 Comercio al por menor de mobiliario, equipo y accesorios de cómputo, teléfonos y otros aparatos de comunicación",35017.978,146.171
2003,Rama 4663 Comercio al por menor de artículos para la decoración de interiores,8081.569,84.938
2003,Rama 4664 Comercio al por menor de artículos usados,1198.84,14.152
2003,"Rama 4671 Comercio al por menor de artículos de ferretería, tlapalería y vidrios",86052.785,377.433
2003,Rama 4681 Comercio al por menor de automóviles y camionetas,143980.139,226.216
2003,"Rama 4682 Comercio al por menor de partes y refacciones para automóviles, camionetas y camiones",78190.943,315.214
2003,Rama 4683 Comercio al por menor de motocicletas y otros vehículos de motor,4341.044,15.078
2003,"Rama 4684 Comercio al por menor de combustibles, aceites y grasas lubricantes",239989.197,462.486
2003,"Rama 4691 Intermediación de comercio al por menor, y comercio al por menor a través de catálogos impresos, televisión y similares",5441.897,18.123
2003,Rama 4811 Transporte aéreo regular,29176.476,77.56
2003,Rama 4812 Transporte aéreo no regular,3083.583,6.173
2003,Rama 4821 Transporte por ferrocarril,,
2003,Rama 4831 Transporte marítimo,8451.054,30.185
2003,Rama 4832 Transporte por aguas interiores,71.229,0.961
2003,Rama 4841 Autotransporte de carga general,24062.59,139.703
2003,Rama 4842 Autotransporte de carga especializado,13641.598,52.988
2003,Rama 4851 Transporte colectivo urbano y suburbano de pasajeros de ruta fija,12761.072,946.017
2003,Rama 4852 Transporte colectivo foráneo de pasajeros de ruta fija,14146.034,61.708
2003,Rama 4853 Servicio de taxis y limusinas,48.752,0.202
2003,Rama 4854 Transporte escolar y de personal,1209.524,6.944
2003,Rama 4855 Alquiler de autobuses con chofer,63.873,0.333
2003,Rama 4859 Otro transporte terrestre de pasajeros,461.49,0.251
2003,Rama 4862 Transporte de gas natural por ductos,,
2003,Rama 4869 Transporte por ductos de otros productos,,
2003,Rama 4871 Transporte turístico por tierra,,
2003,Rama 4872 Transporte turístico por agua,1059.372,8.092
2003,Rama 4879 Otro transporte turístico,,
2003,Rama 4881 Servicios relacionados con el transporte aéreo,7843.659,172.022
2003,Rama 4882 Servicios relacionados con el transporte por ferrocarril,858.609,12.94
2003,Rama 4883 Servicios relacionados con el transporte por agua,4374.632,65.98
2003,Rama 4884 Servicios relacionados con el transporte por carretera,3450.107,119.008
2003,Rama 4885 Servicios de intermediación para el transporte de carga,9557.428,81.645
2003,Rama 4889 Otros servicios relacionados con el transporte,872.781,5.652
2003,Rama 4911 Servicios postales,,
2003,Rama 4921 Servicios de mensajería y paquetería foránea,3366.529,40.295
2003,Rama 4922 Servicios de mensajería y paquetería local,961.247,4.833
2003,Rama 4931 Servicios de almacenamiento,3463.92,73.161
2003,Rama 5121 Industria fílmica y del video,12258.417,279.533
2003,Rama 5122 Industria del sonido,771.054,13.24
2003,"Rama 5131 Edición de periódicos, revistas, libros, directorios y otros materiales",9077.301,103.346
2003,Rama 5132 Edición de software,327.024,1.831
2003,Rama 5161 Estaciones de transmisión de programas de radio y televisión,9407.081,303.577
2003,"Rama 5162 Servicios de distribución de audio y video en tiempo real (streaming), redes sociales, cadenas de radio y televisión y otros proveedores de contenido",571.72,11.95
2003,Rama 5173 Operadores de servicios de telecomunicaciones alámbricas e inalámbricas,81121.574,1340.428
2003,Rama 5174 Operadores de servicios de telecomunicaciones vía satélite,408.012,2.444
2003,Rama 5179 Otros servicios de telecomunicaciones,8764.951,20.274
2003,"Rama 5182 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",1913.856,27.513
2003,"Rama 5192 Bibliotecas, archivos, portales de búsqueda en la red y otros servicios de suministro de información",1291.893,14.674
2003,Rama 5211 Banca central,288,18
2003,Rama 5221 Banca múltiple,37439.599,762.072
2003,Rama 5222 Instituciones financieras de fomento económico,7882.077,78.385
2003,Rama 5223 Uniones de crédito e instituciones de ahorro,4410.085,27.5
2003,Rama 5224 Otras instituciones de intermediación crediticia y financiera no bursátil,9199.713,58.978
2003,Rama 5225 Servicios relacionados con la intermediación crediticia no bursátil,223.914,4.692
2003,"Rama 5231 Casas de bolsa, casas de cambio y centros cambiarios",3043.895,45.617
2003,Rama 5239 Asesoría en inversiones y otros servicios relacionados con la intermediación bursátil,5503.344,11.142
2003,Rama 5241 Compañías de seguros y fianzas,7651.056,119.889
2003,"Rama 5242 Servicios relacionados con los seguros y las fianzas, y administración de fondos para el retiro",6706.31,39.595
2003,Rama 5311 Alquiler sin intermediación de bienes raíces,5245.093,285.652
2003,Rama 5312 Inmobiliarias y corredores de bienes raíces,14536.494,127.582
2003,Rama 5313 Servicios relacionados con los servicios inmobiliarios,3137.622,201.636
2003,"Rama 5321 Alquiler de automóviles, camiones y otros transportes terrestres",2469.381,12.645
2003,Rama 5322 Alquiler de artículos para el hogar y personales,2690.127,110.595
2003,Rama 5323 Centros generales de alquiler,559.176,3.58
2003,"Rama 5324 Alquiler de maquinaria y equipo agropecuario, pesquero, industrial, comercial y de servicios",4687.974,68.848
2003,"Rama 5331 Servicios de alquiler de marcas registradas, patentes y franquicias",182.747,0.824
2003,Rama 5411 Servicios legales,4823.935,129.217
2003,"Rama 5412 Servicios de contabilidad, auditoría y servicios relacionados",7923.204,135.234
2003,"Rama 5413 Servicios de arquitectura, ingeniería y actividades relacionadas",11471.652,69.171
2003,Rama 5414 Diseño especializado,2705.556,30.028
2003,Rama 5415 Servicios de diseño de sistemas de cómputo y servicios relacionados,7169.142,31.522
2003,"Rama 5416 Servicios de consultoría administrativa, científica y técnica",7084.562,82.082
2003,Rama 5417 Servicios de investigación científica y desarrollo,714.763,12.87
2003,Rama 5418 Servicios de publicidad y actividades relacionadas,8964.338,92.745
2003,"Rama 5419 Otros servicios profesionales, científicos y técnicos",3838.078,59.16
2003,Rama 5511 Dirección y administración de grupos empresariales o corporativos,16627.644,244.088
2003,Rama 5611 Servicios de administración de negocios,9391.883,156.647
2003,Rama 5612 Servicios integrales de apoyo a los negocios en instalaciones,1030.149,155.567
2003,Rama 5613 Servicios de empleo,10686.088,119.594
2003,"Rama 5614 Servicios de apoyo secretarial, fotocopiado, cobranza, investigación crediticia y similares",4255.641,210.934
2003,Rama 5615 Agencias de viajes y servicios de reservaciones,10670.407,68.425
2003,"Rama 5616 Servicios de investigación, protección y seguridad",5831.124,70.322
2003,Rama 5617 Servicios de limpieza,1932.336,14.393
2003,Rama 5619 Otros servicios de apoyo a los negocios,1852.427,48.46
2003,Rama 5621 Recolección de residuos,3374.405,28.12
2003,"Rama 6111 Escuelas de educación básica, media y para necesidades especiales",9313.925,344.391
2003,Rama 6112 Escuelas de educación técnica superior,195.411,3.171
2003,Rama 6113 Escuelas de educación superior,6349.947,225.569
2003,"Rama 6114 Escuelas comerciales, de computación y de capacitación para ejecutivos",875.853,51.803
2003,Rama 6115 Escuelas de oficios,243.519,11.606
2003,Rama 6116 Otros servicios educativos,1378.393,51.932
2003,Rama 6117 Servicios de apoyo a la educación,89.345,2.652
2003,Rama 6211 Consultorios médicos,3780.31,175.605
2003,Rama 6212 Consultorios dentales,2223.292,103.985
2003,Rama 6213 Otros consultorios para el cuidado de la salud,702.729,25.698
2003,Rama 6214 Centros para la atención de pacientes que no requieren hospitalización,279.878,6.713
2003,Rama 6215 Laboratorios médicos y de diagnóstico,2833.919,70.478
2003,Rama 6216 Servicios de enfermería a domicilio,61.392,0.22
2003,"Rama 6219 Servicios de ambulancias, de bancos de órganos y otros servicios auxiliares al tratamiento médico",129.614,3.4
2003,Rama 6221 Hospitales generales,6911.013,139.251
2003,Rama 6222 Hospitales psiquiátricos y para el tratamiento por adicción,44.944,1.018
2003,Rama 6223 Hospitales de otras especialidades médicas,3193.446,57.129
2003,"Rama 6231 Residencias con cuidados de enfermeras para enfermos convalecientes, en rehabilitación, incurables y terminales",68.794,1.635
2003,"Rama 6232 Residencias para el cuidado de personas con problemas de retardo mental, trastorno mental y adicciones",39.434,1.876
2003,Rama 6233 Asilos y otras residencias para el cuidado de ancianos,146.89,8.155
2003,Rama 6239 Orfanatos y otras residencias de asistencia social,102.749,6.347
2003,Rama 6241 Servicios de orientación y trabajo social,520.194,18.326
2003,"Rama 6242 Servicios comunitarios de alimentación, refugio y emergencia",100.239,1.962
2003,"Rama 6243 Servicios de capacitación para el trabajo para personas desempleadas, subempleadas o con discapacidad",39.661,0.639
2003,Rama 6244 Guarderías,423.308,18.78
2003,Rama 7111 Compañías y grupos de espectáculos artísticos y culturales,377.931,8.816
2003,Rama 7112 Deportistas y equipos deportivos profesionales,439.068,4.669
2003,"Rama 7113 Promotores de espectáculos artísticos, culturales, deportivos y similares",1397.625,22.758
2003,"Rama 7114 Agentes y representantes de artistas, deportistas y similares",287.68,0.884
2003,"Rama 7115 Artistas, escritores y técnicos independientes",108.633,1.345
2003,"Rama 7121 Museos, sitios históricos, zoológicos y similares",343.146,13.295
2003,Rama 7131 Parques con instalaciones recreativas y casas de juegos electrónicos,1960.42,132.672
2003,"Rama 7132 Casinos, loterías y otros juegos de azar",2135.17,25.824
2003,Rama 7139 Otros servicios recreativos,5269.872,284.255
2003,"Rama 7211 Hoteles, moteles y similares",26755.915,1882.637
2003,Rama 7212 Campamentos y albergues recreativos,54.364,12.678
2003,"Rama 7213 Pensiones y casas de huéspedes, y departamentos y casas amueblados con servicios de hotelería",451.457,25.027
2003,Rama 7223 Servicios de preparación de alimentos por encargo,3783.627,34.346
2003,"Rama 7224 Centros nocturnos, bares, cantinas y similares",5150.837,228.377
2003,Rama 7225 Servicios de preparación de alimentos y bebidas alcohólicas y no alcohólicas,62099.553,2013.221
2003,Rama 8111 Reparación y mantenimiento de automóviles y camiones,15845.879,525.51
2003,Rama 8112 Reparación y mantenimiento de equipo electrónico y de equipo de precisión,3646.721,57.639
2003,"Rama 8113 Reparación y mantenimiento de maquinaria y equipo agropecuario, industrial, comercial y de servicios",7917.762,97.375
2003,Rama 8114 Reparación y mantenimiento de artículos para el hogar y personales,2955.405,96.965
2003,"Rama 8121 Salones y clínicas de belleza, baños públicos y bolerías",4045.123,250.336
2003,Rama 8122 Lavanderías y tintorerías,2213.995,180.993
2003,Rama 8123 Servicios funerarios y administración de cementerios,2353.645,46.664
2003,Rama 8124 Estacionamientos y pensiones para vehículos automotores,1112.532,67.316
2003,Rama 8129 Servicios de revelado e impresión de fotografías y otros servicios personales,2079.766,56.627
2003,"Rama 8131 Asociaciones y organizaciones comerciales, laborales, profesionales y recreativas",4773.44,95.035
2003,"Rama 8132 Asociaciones y organizaciones religiosas, políticas y civiles",1931.394,56.676
