anio,actividad,K000A Total de gastos por consumo de bienes y servicios (millones de pesos),K412A Gasto por consumo de energía eléctrica (millones de pesos)
2018,Rama 3325 Fabricación de herrajes y cerraduras,13000.387,311.363
2018,"Rama 3326 Fabricación de alambre, productos de alambre y resortes",22935.011,1007.265
2018,Rama 3327 Maquinado de piezas y fabricación de tornillos,25122.854,715.883
2018,Rama 3328 Recubrimientos y terminados metálicos,33626.497,1200.369
2018,Rama 3329 Fabricación de otros productos metálicos,46221.106,1355.335
2018,"Rama 3331 Fabricación de maquinaria y equipo agropecuario, para la construcción y para la industria extractiva",44318.02,2280.072
2018,"Rama 3332 Fabricación de maquinaria y equipo para las industrias manufactureras, excepto la metalmecánica",9735.457,133.802
2018,Rama 3333 Fabricación de maquinaria y equipo para el comercio y los servicios,3687.04,82.445
2018,"Rama 3334 Fabricación de equipo de aire acondicionado, calefacción, y de refrigeración industrial y comercial",64113.421,1097.706
2018,Rama 3335 Fabricación de maquinaria y equipo para la industria metalmecánica,7240.989,181.395
2018,"Rama 3336 Fabricación de motores de combustión interna, turbinas y transmisiones",24616.685,1026.111
2018,Rama 3339 Fabricación de otra maquinaria y equipo para la industria en general,42513.34,770.778
2018,Rama 3341 Fabricación de computadoras y equipo periférico,14220.852,856.632
2018,Rama 3342 Fabricación de equipo de comunicación,15512.815,1183.188
2018,Rama 3343 Fabricación de equipo de audio y de video,11181.738,1062.446
2018,Rama 3344 Fabricación de componentes electrónicos,40731.023,3259.038
2018,"Rama 3345 Fabricación de instrumentos de medición, control, navegación, y equipo médico electrónico",14992.875,380.616
2018,Rama 3346 Fabricación y reproducción de medios magnéticos y ópticos,4281.62,88.639
2018,Rama 3351 Fabricación de accesorios de iluminación,7088.936,412.156
2018,Rama 3352 Fabricación de aparatos eléctricos de uso doméstico,109423.226,1473.985
2018,Rama 3353 Fabricación de equipo de generación y distribución de energía eléctrica,43327.681,1606.412
2018,Rama 3359 Fabricación de otros equipos y accesorios eléctricos,79010.404,2429.321
2018,Rama 3361 Fabricación de automóviles y camiones,1273269.995,10502.193
2018,Rama 3362 Fabricación de carrocerías y remolques,25030.282,763.207
2018,Rama 3363 Fabricación de partes para vehículos automotores,977485.722,25690.564
2018,Rama 3364 Fabricación de equipo aeroespacial,17984.7,957.658
2018,Rama 3365 Fabricación de equipo ferroviario,31979.319,922.492
2018,Rama 3366 Fabricación de embarcaciones,7839.497,82.582
2018,Rama 3369 Fabricación de otro equipo de transporte,10899.096,149.581
2018,"Rama 3371 Fabricación de muebles, excepto de oficina y estantería",28512.265,580.491
2018,Rama 3372 Fabricación de muebles de oficina y estantería,11305.233,245.532
2018,"Rama 3379 Fabricación de colchones, persianas y cortineros",9995.184,140.402
2018,Rama 4311 Comercio al por mayor de abarrotes y alimentos,613090.207,3762.398
2018,"Rama 4312 Comercio al por mayor de bebidas, hielo y tabaco",233092.318,685.41
2018,Rama 4321 Comercio al por mayor de productos textiles y calzado,62740.789,195.852
2018,Rama 4331 Comercio al por mayor de productos farmacéuticos,126797.932,383.713
2018,"Rama 4332 Comercio al por mayor de artículos de perfumería, cosméticos y joyería",23810.539,95.066
2018,"Rama 4333 Comercio al por mayor de grabaciones de audio y video en medios físicos, juguetes y artículos deportivos",13891.939,33.075
2018,"Rama 4334 Comercio al por mayor de artículos de papelería, libros, revistas y periódicos",28091.509,126.335
2018,Rama 4335 Comercio al por mayor de electrodomésticos menores y aparatos de línea blanca,61099.917,37.479
2018,Rama 4341 Comercio al por mayor de materias primas agropecuarias y forestales,157379.05,333.31
2018,Rama 4342 Comercio al por mayor de materias primas para la industria,2624687.673,3003.321
2018,Rama 4343 Comercio al por mayor de materiales de desecho,57500.045,346.622
2018,"Rama 4351 Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca",41446.267,102.011
2018,Rama 4352 Comercio al por mayor de maquinaria y equipo para la industria,97774.293,324.46
2018,Rama 4353 Comercio al por mayor de maquinaria y equipo para los servicios y para actividades comerciales,152520.027,432.136
2018,"Rama 4354 Comercio al por mayor de mobiliario y equipo de cómputo y de oficina, y de otra maquinaria y equipo de uso general",140471.58,374.59
2018,"Rama 4361 Comercio al por mayor de camiones y de partes y refacciones nuevas para automóviles, camionetas y camiones",69410.639,357.531
2018,Rama 4373 Intermediación de comercio al por mayor,558.138,17.884
2018,Rama 4611 Comercio al por menor de abarrotes y alimentos,442969.806,9630.056
2018,"Rama 4612 Comercio al por menor de bebidas, hielo y tabaco",60620.23,1423.623
2018,Rama 4621 Comercio al por menor en tiendas de autoservicio,1091760.513,15111.012
2018,Rama 4622 Comercio al por menor en tiendas departamentales,218152.457,2632.226
2018,"Rama 4631 Comercio al por menor de productos textiles, excepto ropa",26076.32,334.145
2018,"Rama 4632 Comercio al por menor de ropa, bisutería y accesorios de vestir",134365.763,1551.994
2018,Rama 4633 Comercio al por menor de calzado,59594.26,621.51
2018,Rama 4641 Comercio al por menor de artículos para el cuidado de la salud,220737.662,2317.369
2018,Rama 4651 Comercio al por menor de artículos de perfumería y joyería,37148.087,320.931
2018,Rama 4652 Comercio al por menor de artículos para el esparcimiento,75527.009,443.38
2018,"Rama 4653 Comercio al por menor de artículos de papelería, libros, revistas y periódicos",47615.172,675.946
2018,"Rama 4659 Comercio al por menor de mascotas y sus accesorios, regalos, artículos religiosos, desechables, artesanías y otros artículos de uso personal",41348.747,438.15
2018,Rama 4661 Comercio al por menor de muebles para el hogar y otros enseres domésticos,124593.406,1217.646
2018,"Rama 4662 Comercio al por menor de mobiliario, equipo y accesorios de cómputo, teléfonos y otros aparatos de comunicación",107811.384,454.051
2018,Rama 4663 Comercio al por menor de artículos para la decoración de interiores,23597.82,241.305
2018,Rama 4664 Comercio al por menor de artículos usados,7057.8,52.113
2018,"Rama 4671 Comercio al por menor de artículos de ferretería, tlapalería y vidrios",275231.431,1562.247
2018,Rama 4681 Comercio al por menor de automóviles y camionetas,439288.23,945.499
2018,"Rama 4682 Comercio al por menor de partes y refacciones para automóviles, camionetas y camiones",155727.421,759.018
2018,Rama 4683 Comercio al por menor de motocicletas y otros vehículos de motor,18010.616,67.521
2018,"Rama 4684 Comercio al por menor de combustibles, aceites y grasas lubricantes",710413.024,1446.767
2018,"Rama 4691 Intermediación de comercio al por menor, y comercio al por menor a través de catálogos impresos, televisión y similares",1399.587,12.568
2018,Rama 4811 Transporte aéreo regular,85915.863,37.729
2018,Rama 4812 Transporte aéreo no regular,4915.752,8.621
2018,Rama 4821 Transporte por ferrocarril,,
2018,Rama 4831 Transporte marítimo,5512.548,46.233
2018,Rama 4832 Transporte por aguas interiores,387.478,1.004
2018,Rama 4841 Autotransporte de carga general,71449.906,177.877
2018,Rama 4842 Autotransporte de carga especializado,38707.982,133.708
2018,Rama 4851 Transporte colectivo urbano y suburbano de pasajeros de ruta fija,32056.528,2913.571
2018,Rama 4852 Transporte colectivo foráneo de pasajeros de ruta fija,35391.743,27.796
2018,Rama 4853 Servicio de taxis y limusinas,179.318,0.215
2018,Rama 4854 Transporte escolar y de personal,5156.781,3.488
2018,Rama 4855 Alquiler de autobuses con chofer,2506.31,10.256
2018,Rama 4859 Otro transporte terrestre de pasajeros,1265.577,7.116
2018,Rama 4862 Transporte de gas natural por ductos,,
2018,Rama 4869 Transporte por ductos de otros productos,,
2018,Rama 4871 Transporte turístico por tierra,,
2018,Rama 4872 Transporte turístico por agua,589.941,3.25
2018,Rama 4879 Otro transporte turístico,,
2018,Rama 4881 Servicios relacionados con el transporte aéreo,9728.478,110.215
2018,Rama 4882 Servicios relacionados con el transporte por ferrocarril,316.232,2.636
2018,Rama 4883 Servicios relacionados con el transporte por agua,6916.17,47.016
2018,Rama 4884 Servicios relacionados con el transporte por carretera,11391.589,67.803
2018,Rama 4885 Servicios de intermediación para el transporte de carga,67507.51,464.354
2018,Rama 4889 Otros servicios relacionados con el transporte,1279.527,5.412
2018,Rama 4911 Servicios postales,,
2018,Rama 4921 Servicios de mensajería y paquetería foránea,11473.984,71.15
2018,Rama 4922 Servicios de mensajería y paquetería local,149.38,1.86
2018,Rama 4931 Servicios de almacenamiento,11778.965,174.214
2018,Rama 5121 Industria fílmica y del video,28458.333,718.974
2018,Rama 5122 Industria del sonido,1550.144,20.12
2018,"Rama 5131 Edición de periódicos, revistas, libros, directorios y otros materiales",11543.86,150.733
2018,Rama 5132 Edición de software,2149.572,7.949
2018,Rama 5161 Estaciones de transmisión de programas de radio y televisión,26389.868,212.546
2018,"Rama 5162 Servicios de distribución de audio y video en tiempo real (streaming), redes sociales, cadenas de radio y televisión y otros proveedores de contenido",1163.059,13.474
2018,Rama 5173 Operadores de servicios de telecomunicaciones alámbricas e inalámbricas,344107.624,4248.436
2018,Rama 5174 Operadores de servicios de telecomunicaciones vía satélite,950.008,11.916
2018,Rama 5179 Otros servicios de telecomunicaciones,5816.383,55.723
2018,"Rama 5182 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",5021.645,63.035
2018,"Rama 5192 Bibliotecas, archivos, portales de búsqueda en la red y otros servicios de suministro de información",974.95,9.703
2018,Rama 5211 Banca central,3201.507,31.155
2018,Rama 5221 Banca múltiple,151012.979,2201.383
2018,Rama 5222 Instituciones financieras de fomento económico,11043.229,137.802
2018,Rama 5223 Uniones de crédito e instituciones de ahorro,30742.205,222.334
2018,Rama 5224 Otras instituciones de intermediación crediticia y financiera no bursátil,109476.612,1089.921
2018,Rama 5225 Servicios relacionados con la intermediación crediticia no bursátil,10102.785,15.7
2018,"Rama 5231 Casas de bolsa, casas de cambio y centros cambiarios",7244.191,86.391
2018,Rama 5232 Bolsa de valores,597.473,14.749
2018,Rama 5239 Asesoría en inversiones y otros servicios relacionados con la intermediación bursátil,2519.712,34.526
2018,Rama 5241 Compañías de seguros y fianzas,21918.785,923.417
2018,"Rama 5242 Servicios relacionados con los seguros y las fianzas, y administración de fondos para el retiro",12961.074,204.22
2018,Rama 5311 Alquiler sin intermediación de bienes raíces,15422.489,516.66
2018,Rama 5312 Inmobiliarias y corredores de bienes raíces,29794.557,458.781
2018,Rama 5313 Servicios relacionados con los servicios inmobiliarios,17726.702,468.825
2018,"Rama 5321 Alquiler de automóviles, camiones y otros transportes terrestres",10815.063,58.638
2018,Rama 5322 Alquiler de artículos para el hogar y personales,2193.502,62.066
2018,Rama 5323 Centros generales de alquiler,667.931,12.28
2018,"Rama 5324 Alquiler de maquinaria y equipo agropecuario, pesquero, industrial, comercial y de servicios",17292.407,165.029
2018,"Rama 5331 Servicios de alquiler de marcas registradas, patentes y franquicias",507.079,2.262
2018,Rama 5411 Servicios legales,12773.397,339.914
2018,"Rama 5412 Servicios de contabilidad, auditoría y servicios relacionados",11379.33,299.974
2018,"Rama 5413 Servicios de arquitectura, ingeniería y actividades relacionadas",19584.229,219.822
2018,Rama 5414 Diseño especializado,3481.298,55.066
2018,Rama 5415 Servicios de diseño de sistemas de cómputo y servicios relacionados,19159.505,230.546
2018,"Rama 5416 Servicios de consultoría administrativa, científica y técnica",25573.904,278.245
2018,Rama 5417 Servicios de investigación científica y desarrollo,1589.556,38.883
2018,Rama 5418 Servicios de publicidad y actividades relacionadas,14215.27,161.225
2018,"Rama 5419 Otros servicios profesionales, científicos y técnicos",7747.312,180.793
2018,Rama 5511 Dirección y administración de grupos empresariales o corporativos,97256.177,540.742
2018,Rama 5611 Servicios de administración de negocios,40953.417,421.94
2018,Rama 5612 Servicios integrales de apoyo a los negocios en instalaciones,4425.588,54.961
2018,Rama 5613 Servicios de empleo,67310.237,658.211
2018,"Rama 5614 Servicios de apoyo secretarial, fotocopiado, cobranza, investigación crediticia y similares",19120.225,565.933
2018,Rama 5615 Agencias de viajes y servicios de reservaciones,23273.752,269.662
2018,"Rama 5616 Servicios de investigación, protección y seguridad",29363.712,331.668
2018,Rama 5617 Servicios de limpieza,6909.614,71.127
2018,Rama 5619 Otros servicios de apoyo a los negocios,14892.609,216.616
2018,Rama 5621 Recolección de residuos,6129.465,54.093
2018,Rama 5622 Tratamiento y disposición final de residuos,2357.579,24.904
2018,"Rama 5629 Servicios de remediación, recuperación, y otros servicios de manejo de residuos",1744.629,19.265
2018,"Rama 6111 Escuelas de educación básica, media y para necesidades especiales",24480.823,1144.495
2018,Rama 6112 Escuelas de educación técnica superior,453.339,13.208
2018,Rama 6113 Escuelas de educación superior,33006.443,1073.234
2018,"Rama 6114 Escuelas comerciales, de computación y de capacitación para ejecutivos",915.251,29.641
2018,Rama 6115 Escuelas de oficios,887.987,35.208
2018,Rama 6116 Otros servicios educativos,5032.281,203.702
2018,Rama 6117 Servicios de apoyo a la educación,213.255,5.628
2018,Rama 6211 Consultorios médicos,12028.516,490.592
2018,Rama 6212 Consultorios dentales,9291.943,387.384
2018,Rama 6213 Otros consultorios para el cuidado de la salud,4280.883,160.818
2018,Rama 6214 Centros para la atención de pacientes que no requieren hospitalización,3701.144,60.363
2018,Rama 6215 Laboratorios médicos y de diagnóstico,13538.733,399.591
2018,Rama 6216 Servicios de enfermería a domicilio,167.032,4.986
2018,"Rama 6219 Servicios de ambulancias, de bancos de órganos y otros servicios auxiliares al tratamiento médico",1733.411,23.596
2018,Rama 6221 Hospitales generales,43724.398,893.493
2018,Rama 6222 Hospitales psiquiátricos y para el tratamiento por adicción,98.583,1.157
2018,Rama 6223 Hospitales de otras especialidades médicas,7763.619,193.217
2018,"Rama 6231 Residencias con cuidados de enfermeras para enfermos convalecientes, en rehabilitación, incurables y terminales",82.063,3.455
2018,"Rama 6232 Residencias para el cuidado de personas con problemas de retardo mental, trastorno mental y adicciones",165.576,10.357
2018,Rama 6233 Asilos y otras residencias para el cuidado de ancianos,738.555,42.772
2018,Rama 6239 Orfanatos y otras residencias de asistencia social,594.566,37.737
2018,Rama 6241 Servicios de orientación y trabajo social,1027.43,51.338
2018,"Rama 6242 Servicios comunitarios de alimentación, refugio y emergencia",270.748,11.061
2018,"Rama 6243 Servicios de capacitación para el trabajo para personas desempleadas, subempleadas o con discapacidad",61.423,1.414
2018,Rama 6244 Guarderías,2414.381,104.108
2018,Rama 7111 Compañías y grupos de espectáculos artísticos y culturales,747.354,9.694
2018,Rama 7112 Deportistas y equipos deportivos profesionales,8570.098,74.75
2018,"Rama 7113 Promotores de espectáculos artísticos, culturales, deportivos y similares",4236.967,76.546
2018,"Rama 7114 Agentes y representantes de artistas, deportistas y similares",627.301,2.082
2018,"Rama 7115 Artistas, escritores y técnicos independientes",180,3.836
2018,"Rama 7121 Museos, sitios históricos, zoológicos y similares",2856.05,120.266
2018,Rama 7131 Parques con instalaciones recreativas y casas de juegos electrónicos,5631.65,276.956
2018,"Rama 7132 Casinos, loterías y otros juegos de azar",21695.021,4321.184
2018,Rama 7139 Otros servicios recreativos,18943.891,890.687
2018,"Rama 7211 Hoteles, moteles y similares",129438.647,3107.922
2018,Rama 7212 Campamentos y albergues recreativos,297.881,11.295
2018,"Rama 7213 Pensiones y casas de huéspedes, y departamentos y casas amueblados con servicios de hotelería",1214.698,101.773
2018,Rama 7223 Servicios de preparación de alimentos por encargo,6522.741,71.886
2018,"Rama 7224 Centros nocturnos, bares, cantinas y similares",15401.77,598.479
2018,Rama 7225 Servicios de preparación de alimentos y bebidas alcohólicas y no alcohólicas,259957.732,7478.816
2018,Rama 8111 Reparación y mantenimiento de automóviles y camiones,45805.053,1224.23
2018,Rama 8112 Reparación y mantenimiento de equipo electrónico y de equipo de precisión,9043.451,125.687
2018,"Rama 8113 Reparación y mantenimiento de maquinaria y equipo agropecuario, industrial, comercial y de servicios",25169.605,332.067
2018,Rama 8114 Reparación y mantenimiento de artículos para el hogar y personales,11858.986,212.538
2018,"Rama 8121 Salones y clínicas de belleza, baños públicos y bolerías",17153.502,854.697
2018,Rama 8122 Lavanderías y tintorerías,6439.828,567.037
2018,Rama 8123 Servicios funerarios y administración de cementerios,5096.92,125.901
2018,Rama 8124 Estacionamientos y pensiones para vehículos automotores,5494.703,107.623
2018,Rama 8129 Servicios de revelado e impresión de fotografías y otros servicios personales,1583.596,38.825
2018,"Rama 8131 Asociaciones y organizaciones comerciales, laborales, profesionales y recreativas",6958.082,227.515
2018,"Rama 8132 Asociaciones y organizaciones religiosas, políticas y civiles",6217.558,323.185
2013,Rama 1125 Acuicultura,3423.381,60.918
2013,Rama 1141 Pesca,7747.784,69.364
2013,Rama 1151 Servicios relacionados con la agricultura,679.804,27.181
2013,Rama 1152 Servicios relacionados con la cría y explotación de animales,,
2013,Rama 1153 Servicios relacionados con el aprovechamiento forestal,,
2013,Rama 2111 Extracción de petróleo y gas,140420.044,421.99
2013,Rama 2121 Minería de carbón mineral,3971.151,384.491
2013,Rama 2122 Minería de minerales metálicos,61193.057,7483.57
2013,Rama 2123 Minería de minerales no metálicos,9746.594,1106.991
2013,Rama 2131 Servicios relacionados con la minería,6757.316,83.052
2013,"Rama 2211 Generación, transmisión, distribución y comercialización de energía eléctrica",199794.429,0
2013,Rama 2212 Suministro de gas natural por ductos al consumidor final,11558.708,11.209
2013,"Rama 2213 Captación, tratamiento y suministro de agua",24935.301,9845.36
2013,Rama 2361 Edificación residencial,49276.5,282.175
2013,Rama 2362 Edificación no residencial,60897.459,182.085
2013,"Rama 2371 Construcción de obras para el suministro de agua, petróleo, gas, energía eléctrica y telecomunicaciones",47148.182,328.637
2013,Rama 2372 División de terrenos y construcción de obras de urbanización,14171.148,59.679
2013,Rama 2373 Construcción de vías de comunicación,49504.039,201.372
2013,Rama 2379 Otras construcciones de ingeniería civil,5474.974,21.034
2013,"Rama 2381 Cimentaciones, montaje de estructuras prefabricadas y trabajos en exteriores",2987.648,16.26
2013,Rama 2382 Instalaciones y equipamiento en construcciones,4051.104,37.558
2013,Rama 2383 Trabajos de acabados en edificaciones,1166.787,14.655
2013,Rama 2389 Otros trabajos especializados para la construcción,4726.017,14.059
2013,Rama 3111 Elaboración de alimentos balanceados para animales,71726.24,695.395
2013,Rama 3112 Molienda de granos y de semillas y obtención de aceites y grasas,133524.038,2094.319
2013,"Rama 3113 Elaboración de azúcares, chocolates, dulces y similares",60706.453,820.882
2013,"Rama 3114 Conservación de frutas, verduras, guisos y otros alimentos preparados",48706.972,1160.834
2013,Rama 3115 Elaboración de productos lácteos,105019.068,1483.684
2013,"Rama 3116 Matanza, empacado y procesamiento de carne de ganado, aves y otros animales comestibles",82781.524,1344.102
2013,Rama 3117 Preparación y envasado de pescados y mariscos,11134.374,200.047
2013,Rama 3118 Elaboración de productos de panadería y tortillas,91707.162,2052.177
2013,Rama 3119 Otras industrias alimentarias,69662.411,965.878
2013,Rama 3121 Industria de las bebidas,167909.13,3298.176
2013,Rama 3122 Industria del tabaco,6258.637,91.952
2013,"Rama 3131 Preparación e hilado de fibras textiles, y fabricación de hilos",9811.209,811.639
2013,Rama 3132 Fabricación de telas,25772.548,1911.812
2013,Rama 3133 Acabado de productos textiles y fabricación de telas recubiertas,7204.245,226.05
2013,"Rama 3141 Confección de alfombras, blancos y similares",5372.546,65.546
2013,"Rama 3149 Fabricación de otros productos textiles, excepto prendas de vestir",6245.046,330.818
2013,Rama 3151 Fabricación de prendas de vestir de tejido de punto,7612.242,265.194
2013,Rama 3152 Confección de prendas de vestir,49152.87,1031.017
2013,Rama 3159 Confección de accesorios de vestir y otras prendas de vestir no clasificados en otra parte,608.022,17.038
2013,Rama 3161 Curtido y acabado de cuero y piel,10498.058,257.701
2013,Rama 3162 Fabricación de calzado,27510.859,462.699
2013,"Rama 3169 Fabricación de otros productos de cuero, piel y materiales sucedáneos",1834.217,50.42
2013,Rama 3211 Aserrado y conservación de la madera,1654.489,38.955
2013,Rama 3212 Fabricación de laminados y aglutinados de madera,3373.75,185.386
2013,Rama 3219 Fabricación de otros productos de madera,8398.187,215.171
2013,"Rama 3221 Fabricación de pulpa, papel y cartón",40722.948,2552.725
2013,Rama 3222 Fabricación de productos de cartón y papel,85212.294,1677.11
2013,Rama 3231 Impresión e industrias conexas,39606.566,1024.756
2013,Rama 3241 Fabricación de productos derivados del petróleo y del carbón,901656.627,1065.248
2013,Rama 3251 Fabricación de productos químicos básicos,253364.719,2890.331
2013,"Rama 3252 Fabricación de resinas y hules sintéticos, y fibras químicas",85448.18,1790.855
2013,"Rama 3253 Fabricación de fertilizantes, plaguicidas y otros agroquímicos",29346.648,673.032
2013,Rama 3254 Fabricación de productos farmacéuticos,123090.682,1166.088
2013,"Rama 3255 Fabricación de pinturas, recubrimientos y adhesivos",38102.063,352.524
2013,"Rama 3256 Fabricación de jabones, limpiadores y preparaciones de tocador",94955.238,898.354
2013,Rama 3259 Fabricación de otros productos químicos,28187.678,334.068
2013,Rama 3261 Fabricación de productos de plástico,157681.524,7624.929
2013,Rama 3262 Fabricación de productos de hule,32736.328,1109.086
2013,Rama 3271 Fabricación de productos a base de arcillas y minerales refractarios,25070.297,1230.547
2013,Rama 3272 Fabricación de vidrio y productos de vidrio,37373.11,1713.138
2013,"Rama 3273 Fabricación de cemento, concreto y sus productos",75687.963,1715.879
2013,"Rama 3274 Fabricación de cal, yeso y productos de yeso",7160.329,311.91
2013,Rama 3279 Fabricación de otros productos a base de minerales no metálicos,8270.769,254.263
2013,Rama 3311 Industria básica del hierro y del acero,97955.863,7621.856
2013,Rama 3312 Fabricación de productos de hierro y acero,95538.766,2786.039
2013,Rama 3313 Industria básica del aluminio,14082.821,725.646
2013,"Rama 3314 Industrias de metales no ferrosos, excepto aluminio",89147.581,2661.352
2013,Rama 3315 Moldeo por fundición de piezas metálicas,16250.615,707.334
2013,Rama 3321 Fabricación de productos metálicos forjados y troquelados,12262.962,275.267
2013,Rama 3322 Fabricación de herramientas de mano sin motor y utensilios de cocina metálicos,14776.705,515.473
2013,Rama 3323 Fabricación de estructuras metálicas y productos de herrería,32412.541,596.513
2013,"Rama 3324 Fabricación de calderas, tanques y envases metálicos",27092.91,669.548
2013,Rama 3325 Fabricación de herrajes y cerraduras,6723.076,187.483
2013,"Rama 3326 Fabricación de alambre, productos de alambre y resortes",19625.334,757.9
2013,Rama 3327 Maquinado de piezas y fabricación de tornillos,15292.925,684.132
2013,Rama 3328 Recubrimientos y terminados metálicos,24125.849,886.263
2013,Rama 3329 Fabricación de otros productos metálicos,41245.752,1641.024
2013,"Rama 3331 Fabricación de maquinaria y equipo agropecuario, para la construcción y para la industria extractiva",23295.503,388.893
2013,"Rama 3332 Fabricación de maquinaria y equipo para las industrias manufactureras, excepto la metalmecánica",7059.05,159.456
2013,Rama 3333 Fabricación de maquinaria y equipo para el comercio y los servicios,3525.741,104.14
2013,"Rama 3334 Fabricación de equipo de aire acondicionado, calefacción, y de refrigeración industrial y comercial",31857.375,253.509
2013,Rama 3335 Fabricación de maquinaria y equipo para la industria metalmecánica,3163.704,77.7
2013,"Rama 3336 Fabricación de motores de combustión interna, turbinas y transmisiones",16290.505,293.851
2013,Rama 3339 Fabricación de otra maquinaria y equipo para la industria en general,22188.439,431.816
2013,Rama 3341 Fabricación de computadoras y equipo periférico,13170.635,237.981
2013,Rama 3342 Fabricación de equipo de comunicación,12362.018,462.825
2013,Rama 3343 Fabricación de equipo de audio y de video,9513.759,583.129
2013,Rama 3344 Fabricación de componentes electrónicos,21093.949,1243.47
2013,"Rama 3345 Fabricación de instrumentos de medición, control, navegación, y equipo médico electrónico",4645.917,161.222
2013,Rama 3346 Fabricación y reproducción de medios magnéticos y ópticos,4805.376,64.491
2013,Rama 3351 Fabricación de accesorios de iluminación,5061.067,194.667
2013,Rama 3352 Fabricación de aparatos eléctricos de uso doméstico,51721.691,1284.806
2013,Rama 3353 Fabricación de equipo de generación y distribución de energía eléctrica,30548.103,1139.983
2013,Rama 3359 Fabricación de otros equipos y accesorios eléctricos,55159.361,1172.638
2013,Rama 3361 Fabricación de automóviles y camiones,632975.546,1337.176
2013,Rama 3362 Fabricación de carrocerías y remolques,16427.663,191.336
2013,Rama 3363 Fabricación de partes para vehículos automotores,459700.663,9731.366
2013,Rama 3364 Fabricación de equipo aeroespacial,9045.783,564.285
2013,Rama 3365 Fabricación de equipo ferroviario,14810.273,53.5
2013,Rama 3366 Fabricación de embarcaciones,4650.042,56.285
2013,Rama 3369 Fabricación de otro equipo de transporte,4396.775,116.839
2013,"Rama 3371 Fabricación de muebles, excepto de oficina y estantería",18884.737,606.97
2013,Rama 3372 Fabricación de muebles de oficina y estantería,8116.6,227.278
2013,"Rama 3379 Fabricación de colchones, persianas y cortineros",6247.644,83.834
2013,Rama 4311 Comercio al por mayor de abarrotes y alimentos,614722.233,2150.36
2013,"Rama 4312 Comercio al por mayor de bebidas, hielo y tabaco",174101.633,914.723
2013,Rama 4321 Comercio al por mayor de productos textiles y calzado,32385.44,149.32
2013,Rama 4331 Comercio al por mayor de productos farmacéuticos,100908.425,81.99
2013,"Rama 4332 Comercio al por mayor de artículos de perfumería, cosméticos y joyería",21765.349,54.23
2013,"Rama 4333 Comercio al por mayor de grabaciones de audio y video en medios físicos, juguetes y artículos deportivos",8379.314,21.954
2013,"Rama 4334 Comercio al por mayor de artículos de papelería, libros, revistas y periódicos",26368.67,150.966
2013,Rama 4335 Comercio al por mayor de electrodomésticos menores y aparatos de línea blanca,40582.742,34.036
2013,Rama 4341 Comercio al por mayor de materias primas agropecuarias y forestales,85934.378,205.263
2013,Rama 4342 Comercio al por mayor de materias primas para la industria,461870.292,1278.928
2013,Rama 4343 Comercio al por mayor de materiales de desecho,39184.608,445.706
2013,"Rama 4351 Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca",20264.256,58.925
2013,Rama 4352 Comercio al por mayor de maquinaria y equipo para la industria,47290.599,104.668
2013,Rama 4353 Comercio al por mayor de maquinaria y equipo para los servicios y para actividades comerciales,72270.798,198.301
2013,"Rama 4354 Comercio al por mayor de mobiliario y equipo de cómputo y de oficina, y de otra maquinaria y equipo de uso general",141017.561,280.751
2013,"Rama 4361 Comercio al por mayor de camiones y de partes y refacciones nuevas para automóviles, camionetas y camiones",40254.18,88.935
2013,Rama 4373 Intermediación de comercio al por mayor,3148.729,23.429
2013,Rama 4611 Comercio al por menor de abarrotes y alimentos,288366.851,6496.225
2013,"Rama 4612 Comercio al por menor de bebidas, hielo y tabaco",38271.664,1000.404
2013,Rama 4621 Comercio al por menor en tiendas de autoservicio,773909.849,10019.006
2013,Rama 4622 Comercio al por menor en tiendas departamentales,136240.331,2020.809
2013,"Rama 4631 Comercio al por menor de productos textiles, excepto ropa",13129.184,206.515
2013,"Rama 4632 Comercio al por menor de ropa, bisutería y accesorios de vestir",76348.026,1123.471
2013,Rama 4633 Comercio al por menor de calzado,37573.088,491.776
2013,Rama 4641 Comercio al por menor de artículos para el cuidado de la salud,141419.215,1469.295
2013,Rama 4651 Comercio al por menor de artículos de perfumería y joyería,21733.041,212.372
2013,Rama 4652 Comercio al por menor de artículos para el esparcimiento,23005.191,231.553
2013,"Rama 4653 Comercio al por menor de artículos de papelería, libros, revistas y periódicos",36209.442,513.746
2013,"Rama 4659 Comercio al por menor de mascotas y sus accesorios, regalos, artículos religiosos, desechables, artesanías y otros artículos de uso personal",19687.164,267.958
2013,Rama 4661 Comercio al por menor de muebles para el hogar y otros enseres domésticos,70947.572,878.641
2013,"Rama 4662 Comercio al por menor de mobiliario, equipo y accesorios de cómputo, teléfonos y otros aparatos de comunicación",63202.973,280.382
2013,Rama 4663 Comercio al por menor de artículos para la decoración de interiores,11879.866,165.191
2013,Rama 4664 Comercio al por menor de artículos usados,2216.726,35.096
2013,"Rama 4671 Comercio al por menor de artículos de ferretería, tlapalería y vidrios",142442.762,911.894
2013,Rama 4681 Comercio al por menor de automóviles y camionetas,261069.125,469.044
2013,"Rama 4682 Comercio al por menor de partes y refacciones para automóviles, camionetas y camiones",98964.89,908.449
